,season_name,season,full_name,castaway,age,age_group,city,state,Lat,Lon,personality_type,personality_name,day,order,result,total_votes_received,immunity_idols_won
330,Survivor: One World,24,Kim Spradlin,Kim,29,26-35,San Antonio,Texas,29.4246002,-98.4951405,INFJ,Advocate,39,18,Sole Survivor,3,4
331,Survivor: South Pacific,23,Semhar Tadesse,Semhar,24,16-25,Los Angeles,California,34.0536909,-118.242766,ENFP,Campaigner,3,1,1st voted out,8,0
332,Survivor: South Pacific,23,Christine Shields Markoski,Christine,39,36-45,Merrick,New York,40.652246000000005,-73.55127940021693,ESTP,Entrepreneur,5,2,2nd voted out,4,0
333,Survivor: South Pacific,23,Mark Caruso,Papa Bear,48,46-55,Forest Hills,New York,40.7195942,-73.8448553,ESFJ,Consul,8,3,3rd voted out,6,0
334,Survivor: South Pacific,23,Stacey Powell,Stacey,44,36-45,Grand Prairie,Texas,32.657368000000005,-97.02846624175038,ISTJ,Logistician,11,4,4th voted out,10,0
335,Survivor: South Pacific,23,Elyse Umemoto,Elyse,27,26-35,Las Vegas,Nevada,36.1672559,-115.148516,ENFP,Campaigner,14,5,5th voted out,3,0
336,Survivor: South Pacific,23,Mikayla Wingle,Mikayla,22,16-25,Tampa,Florida,27.9477595,-82.458444,ISFP,Adventurer,16,6,6th voted out,4,0
337,Survivor: South Pacific,23,Oscar Lusth,Ozzy,29,26-35,Venice,California,33.988334949999995,-118.46152716615018,ISFP,Adventurer,18,7,7th voted out,17,2
338,Survivor: South Pacific,23,Keith Tollefson,Keith,26,26-35,Edina,Minnesota,44.8897027,-93.3501222,ISFP,Adventurer,21,8,8th voted out,12,0
339,Survivor: South Pacific,23,Oscar Lusth,Ozzy,29,26-35,Venice,California,33.988334949999995,-118.46152716615018,ISFP,Adventurer,22,9,9th voted out,17,2
340,Survivor: South Pacific,23,Jim Rice,Jim,35,26-35,Denver,Colorado,39.7392364,-104.9848623,ENTP,Debater,24,10,10th voted out,8,1
341,Survivor: South Pacific,23,Dawn Meehan,Dawn,41,36-45,South Jordan,Utah,40.5621704,-111.929658,ESFJ,Consul,27,11,11th voted out,16,1
342,Survivor: South Pacific,23,Whitney Duncan,Whitney,27,26-35,Nashville,Tennessee,36.2206081,-86.69563733154433,ESFP,Entertainer,27,12,12th voted out,14,1
343,Survivor: South Pacific,23,John Cochran,Cochran,24,16-25,Washington,D.C.,38.8949924,-77.0365581,INTP,Logician,30,13,13th voted out,14,0
344,Survivor: South Pacific,23,Edna Ma,Edna,35,26-35,Los Angeles,California,34.0536909,-118.242766,ISTJ,Logistician,32,14,14th voted out,17,0
345,Survivor: South Pacific,23,Brandon Hantz,Brandon,19,16-25,Katy,Texas,29.7857853,-95.8243956,ESFP,Entertainer,35,15,15th voted out,4,1
346,Survivor: South Pacific,23,Rick Nelson,Rick,51,46-55,Aurora,Utah,38.9221856,-111.9340936,ISFJ,Defender,37,16,16th voted out,15,0
347,Survivor: South Pacific,23,Oscar Lusth,Ozzy,29,26-35,Venice,California,33.988334949999995,-118.46152716615018,ISFP,Adventurer,38,17,17th voted out,17,2
348,Survivor: South Pacific,23,Albert Destrade,Albert,26,26-35,Plantation,Florida,26.1275862,-80.2331036,ENTJ,Commander,39,18,2nd runner-up,1,1
349,Survivor: South Pacific,23,Benjamin Wade,Coach,39,36-45,Susanville,California,40.4162842,-120.6530063,ENFJ,Protagonist,39,19,Runner-up,0,1
350,Survivor: South Pacific,23,Sophie Clarke,Sophie,22,16-25,Willsboro,New York,44.357488,-73.392105,INTJ,Architect,39,20,Sole Survivor,5,3
351,Survivor: Redemption Island,22,Francesca Hogi,Francesca,36,36-45,Washington,D.C.,38.8949924,-77.0365581,INFJ,Advocate,3,1,1st voted out,4,0
352,Survivor: Redemption Island,22,Matt Elrod,Matt,22,16-25,Nashville,Tennessee,36.2206081,-86.69563733154433,INFP,Mediator,5,2,2nd voted out,10,0
353,Survivor: Redemption Island,22,Russell Hantz,Russell,37,36-45,Dayton,Texas,30.0473202,-94.8873913,ESTJ,Executive,8,3,3rd voted out,8,0
354,Survivor: Redemption Island,22,Kristina Kell,Kristina,46,46-55,Malibu,California,34.035591,-118.689423,INTP,Logician,11,4,4th voted out,9,0
355,Survivor: Redemption Island,22,Krista Klumpp,Krista,25,16-25,Columbia,South Carolina,34.0007493,-81.0343313,ISFP,Adventurer,13,5,5th voted out,6,0
356,Survivor: Redemption Island,22,Stephanie Valencia,Stephanie,26,26-35,Long Beach,California,33.7690164,-118.191604,ESFP,Entertainer,16,6,6th voted out,8,0
357,Survivor: Redemption Island,22,Sarita White,Sarita,36,36-45,Santa Monica,California,34.0194704,-118.4912273,INTP,Logician,18,7,7th voted out,6,0
358,Survivor: Redemption Island,22,Matt Elrod,Matt,22,16-25,Nashville,Tennessee,36.2206081,-86.69563733154433,INFP,Mediator,21,8,8th voted out,10,0
359,Survivor: Redemption Island,22,Mike Chiesl,Mike,31,26-35,Del Mar,California,32.9594891,-117.2653146,ISFJ,Defender,22,9,9th voted out,6,0
360,Survivor: Redemption Island,22,David Murphy,David,31,26-35,West Hollywood,California,34.0923014,-118.3692894,INTJ,Architect,24,10,10th voted out,8,0
361,Survivor: Redemption Island,22,Julie Wolfe,Julie,50,46-55,Oceanside,California,33.1958696,-117.3794834,ISTJ,Logistician,27,11,11th voted out,6,0
362,Survivor: Redemption Island,22,Ralph Kiser,Ralph,45,36-45,Lebanon,Virginia,36.9009076,-82.0801257,ESTP,Entrepreneur,30,12,12th voted out,16,0
363,Survivor: Redemption Island,22,Steve Wright,Steve,51,46-55,Huntington Beach,California,33.6783336,-118.0000166,ISFJ,Defender,30,13,13th voted out,15,0
364,Survivor: Redemption Island,22,Andrea Boehlke,Andrea,21,16-25,Random Lake,Wisconsin,43.55222,-87.9617585,ENFP,Campaigner,32,14,14th voted out,9,1
365,Survivor: Redemption Island,22,Grant Mattos,Grant,29,26-35,West Hollywood,California,34.0923014,-118.3692894,ISFP,Adventurer,35,15,15th voted out,11,2
366,Survivor: Redemption Island,22,Andrea Boehlke,Andrea,21,16-25,Random Lake,Wisconsin,43.55222,-87.9617585,ENFP,Campaigner,37,16,16th voted out,9,1
367,Survivor: Redemption Island,22,Ashley Underwood,Ashley,25,16-25,Benton,Maine,44.586177,-69.5508779,ESTP,Entrepreneur,38,17,17th voted out,3,2
368,Survivor: Redemption Island,22,Natalie Tenerelli,Natalie,19,16-25,Acton,California,34.48074149999999,-118.1868378638664,ISFP,Adventurer,39,18,2nd runner-up,1,1
369,Survivor: Redemption Island,22,Phillip Sheppard,Phillip,52,46-55,Santa Monica,California,34.0194704,-118.4912273,ESTJ,Executive,39,19,Runner-up,17,0
370,Survivor: Redemption Island,22,Rob Mariano,Rob,34,26-35,Pensacola,Florida,30.421309,-87.2169149,ESTJ,Executive,39,20,Sole Survivor,9,4
371,Survivor: Nicaragua,21,Wendy-Jo DeSmidt-Kohlhoff,Wendy,48,46-55,Fromberg,Montana,45.3921696,-108.9065335,ISFP,Adventurer,3,1,1st voted out,9,0
372,Survivor: Nicaragua,21,Shannon Elkins,Shannon,30,26-35,Lafayette,Louisiana,30.2240897,-92.0198427,ESTJ,Executive,6,2,2nd voted out,7,0
373,Survivor: Nicaragua,21,Jimmy Johnson,Jimmy J.,67,66 and older,Islamorada,Florida,24.9242995,-80.6278404,ESFJ,Consul,8,3,3rd voted out,8,0
374,Survivor: Nicaragua,21,James Tarantino,Jimmy T.,48,46-55,Gloucester,Massachusetts,42.6159286,-70.6619888,ESTP,Entrepreneur,11,4,4th voted out,5,0
375,Survivor: Nicaragua,21,Tyrone Davis,Tyrone,42,36-45,Inglewood,California,33.9562003,-118.353132,ESTJ,Executive,14,5,5th voted out,6,0
376,Survivor: Nicaragua,21,Kelly Bruno,Kelly B.,26,26-35,Durham,North Carolina,35.996653,-78.9018053,ISFP,Adventurer,15,6,6th voted out,16,0
377,Survivor: Nicaragua,21,Yve Rojas,Yve,41,36-45,Kansas City,Missouri,39.100105,-94.5781416,ISFJ,Defender,15,7,7th voted out,13,0
378,Survivor: Nicaragua,21,Jill Behm,Jill,43,36-45,Erie,Pennsylvania,42.1294712,-80.0852695,ISTJ,Logistician,18,8,8th voted out,3,1
379,Survivor: Nicaragua,21,Alina Wilson,Alina,23,16-25,Downey,California,33.942215,-118.1235646,INFP,Mediator,22,9,9th voted out,10,0
380,Survivor: Nicaragua,21,Marty Piombo,Marty,48,46-55,Mill Valley,California,37.9060368,-122.5449763,ENTJ,Commander,24,10,10th voted out,19,0
381,Survivor: Nicaragua,21,Brenda Lowe,Brenda,27,26-35,Miami,Florida,25.7741728,-80.19362,INTJ,Architect,27,11,11th voted out,15,1
382,Survivor: Nicaragua,21,NaOnka Mixon,NaOnka,27,26-35,Los Angeles,California,34.0536909,-118.242766,ESTP,Entrepreneur,28,12,Quit,3,0
383,Survivor: Nicaragua,21,Kelly Shinn,Kelly S.,20,16-25,Mesa,Arizona,33.4151117,-111.8314792,ENFP,Campaigner,28,13,Quit,0,0
384,Survivor: Nicaragua,21,Ben Henry,Benry,24,16-25,Los Angeles,California,34.0536909,-118.242766,ESTP,Entrepreneur,32,14,12th voted out,5,0
385,Survivor: Nicaragua,21,Jane Bright,Jane,56,56-65,Jackson Springs,North Carolina,35.2095948,-79.6258705,ISTP,Virtuoso,36,15,13th voted out,11,2
386,Survivor: Nicaragua,21,Dan Lembo,Dan,63,56-65,Water Mill,New York,40.9059335,-72.3620287,ISTP,Virtuoso,37,16,14th voted out,10,0
387,Survivor: Nicaragua,21,Holly Hoffman,Holly,44,36-45,Eureka,South Dakota,45.769426,-99.619563,ENFJ,Protagonist,38,17,15th voted out,4,1
388,Survivor: Nicaragua,21,Matthew Lenahan,Sash,30,26-35,New York City,New York,40.7127281,-74.0060152,ENTJ,Commander,39,18,2nd runner-up,2,1
389,Survivor: Nicaragua,21,Chase Rice,Chase,24,16-25,Fairview,North Carolina,35.52218955,-82.39268284316401,ISFP,Adventurer,39,19,Runner-up,1,0
390,Survivor: Nicaragua,21,Jud Birza,Fabio,21,16-25,Venice,California,33.988334949999995,-118.46152716615018,ESFP,Entertainer,39,20,Sole Survivor,2,4
391,Survivor: Heroes vs. Villains,20,Jessica Kiper,Sugar,30,26-35,Los Angeles,California,34.0536909,-118.242766,ENFP,Campaigner,3,1,1st voted out,9,0
392,Survivor: Heroes vs. Villains,20,Stephenie LaGrossa,Stephenie,29,26-35,Philadelphia,Pennsylvania,39.9527237,-75.1635262,ESTJ,Executive,6,2,2nd voted out,6,0
393,Survivor: Heroes vs. Villains,20,Randy Bailey,Randy,50,46-55,Austin,Texas,30.2711286,-97.7436995,INTJ,Architect,8,3,3rd voted out,9,0
394,Survivor: Heroes vs. Villains,20,Cirie Fields,Cirie,39,36-45,Norwalk,Connecticut,41.1175966,-73.4078968,ENFJ,Protagonist,11,4,4th voted out,3,0
395,Survivor: Heroes vs. Villains,20,Tom Westman,Tom,45,36-45,New York City,New York,40.7127281,-74.0060152,ESTJ,Executive,14,5,5th voted out,8,0
396,Survivor: Heroes vs. Villains,20,Tyson Apostol,Tyson,30,26-35,Heber City,Utah,40.5065256,-111.4133091,ESTP,Entrepreneur,15,6,6th voted out,6,0
397,Survivor: Heroes vs. Villains,20,James Clement,James,32,26-35,Lafayette,Louisiana,30.2240897,-92.0198427,ISTP,Virtuoso,15,7,7th voted out,12,0
398,Survivor: Heroes vs. Villains,20,Rob Mariano,Rob,33,26-35,Pensacola,Florida,30.421309,-87.2169149,ESTJ,Executive,18,8,8th voted out,5,1
399,Survivor: Heroes vs. Villains,20,Benjamin Wade,Coach,38,36-45,Susanville,California,40.4162842,-120.6530063,ENFJ,Protagonist,21,9,9th voted out,4,0
400,Survivor: Heroes vs. Villains,20,Courtney Yates,Courtney,28,26-35,New York City,New York,40.7127281,-74.0060152,ENTP,Debater,24,10,10th voted out,9,0
401,Survivor: Heroes vs. Villains,20,James Thomas Jr.,J.T.,25,16-25,Mobile,Alabama,30.6943566,-88.0430541,ESTP,Entrepreneur,27,11,11th voted out,5,0
402,Survivor: Heroes vs. Villains,20,Amanda Kimmel,Amanda,25,16-25,Los Angeles,California,34.0536909,-118.242766,ISFP,Adventurer,30,12,12th voted out,10,0
403,Survivor: Heroes vs. Villains,20,Candice Woodcock,Candice,26,26-35,Washington,D.C.,38.8949924,-77.0365581,ISTJ,Logistician,31,13,13th voted out,5,1
404,Survivor: Heroes vs. Villains,20,Danielle DiLorenzo,Danielle,28,26-35,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,33,14,14th voted out,4,1
405,Survivor: Heroes vs. Villains,20,Rupert Boneham,Rupert,45,36-45,Indianapolis,Indiana,39.7683331,-86.1583502,ESFJ,Consul,36,15,15th voted out,10,0
406,Survivor: Heroes vs. Villains,20,Colby Donaldson,Colby,35,26-35,Los Angeles,California,34.0536909,-118.242766,ISTP,Virtuoso,37,16,16th voted out,8,0
407,Survivor: Heroes vs. Villains,20,Jerri Manthey,Jerri,38,36-45,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,38,17,17th voted out,9,1
408,Survivor: Heroes vs. Villains,20,Russell Hantz,Russell,36,36-45,Dayton,Texas,30.0473202,-94.8873913,ESTJ,Executive,39,18,2nd Runner-up,7,2
409,Survivor: Heroes vs. Villains,20,Parvati Shallow,Parvati,26,26-35,Los Angeles,California,34.0536909,-118.242766,ENFJ,Protagonist,39,19,Runner-up,12,3
410,Survivor: Heroes vs. Villains,20,Sandra Diaz-Twine,Sandra,35,26-35,Fayetteville,North Carolina,35.0525759,-78.878292,ESTP,Entrepreneur,39,20,Sole Survivor,3,0
411,Survivor: Samoa,19,Marisa Calihan,Marisa,26,26-35,Cincinnati,Ohio,39.1014537,-84.5124602,INFP,Mediator,3,1,1st voted out,7,0
412,Survivor: Samoa,19,Mike Borassi,Mike,62,56-65,Marina del Rey,California,33.9776848,-118.4486479,ESTP,Entrepreneur,5,2,Medically evacuated,0,0
413,Survivor: Samoa,19,Betsy Bolan,Betsy,48,46-55,Campton,New Hampshire,43.8235868,-71.6389687,ESTJ,Executive,6,3,2nd voted out,7,0
414,Survivor: Samoa,19,Ben Browning,Ben,28,26-35,Los Angeles,California,34.0536909,-118.242766,ESTP,Entrepreneur,8,4,3rd voted out,7,0
415,Survivor: Samoa,19,Yasmin Giles,Yasmin,33,26-35,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,11,5,4th voted out,8,0
416,Survivor: Samoa,19,Ashley Trainer,Ashley,22,16-25,Maple Grove,Minnesota,45.0984983,-93.4419222,ENFP,Campaigner,14,6,5th voted out,9,0
417,Survivor: Samoa,19,Russell Swan,Russell S.,42,36-45,Glenside,Pennsylvania,40.1023326,-75.1521195,ESFJ,Consul,15,7,Medically evacuated,0,0
418,Survivor: Samoa,19,Elizabeth Kim,Liz,33,26-35,New York City,New York,40.7127281,-74.0060152,INTP,Logician,18,8,6th voted out,5,0
419,Survivor: Samoa,19,Erik Cardona,Erik,28,26-35,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,21,9,7th voted out,10,0
420,Survivor: Samoa,19,Kelly Sharbaugh,Kelly,25,16-25,San Diego,California,32.7174202,-117.1627728,ISFP,Adventurer,24,10,8th voted out,4,0
421,Survivor: Samoa,19,Laura Morett,Laura,39,36-45,Salem,Oregon,44.9391565,-123.033121,ENFJ,Protagonist,27,11,9th voted out,10,2
422,Survivor: Samoa,19,John Fincher,John,25,16-25,Santa Monica,California,34.0194704,-118.4912273,INTP,Logician,30,12,10th voted out,7,1
423,Survivor: Samoa,19,Dave Ball,Dave,38,36-45,Los Angeles,California,34.0536909,-118.242766,INTP,Logician,31,13,11th voted out,8,0
424,Survivor: Samoa,19,Monica Padilla,Monica,25,16-25,San Diego,California,32.7174202,-117.1627728,ENFP,Campaigner,33,14,12th voted out,7,0
425,Survivor: Samoa,19,Shannon Waters,Shambo,45,36-45,Renton,Washington,47.4799078,-122.2034496,ESFP,Entertainer,36,15,13th voted out,6,0
426,Survivor: Samoa,19,Jaison Robinson,Jaison,28,26-35,Chicago,Illinois,41.8755616,-87.6244212,INTJ,Architect,37,16,14th voted out,7,2
427,Survivor: Samoa,19,Brett Clouser,Brett,23,16-25,Los Angeles,California,34.0536909,-118.242766,ISFP,Adventurer,38,17,15th voted out,3,3
428,Survivor: Samoa,19,Mick Trimming,Mick,33,26-35,Los Angeles,California,34.0536909,-118.242766,INTP,Logician,39,18,2nd runner-up,4,1
429,Survivor: Samoa,19,Russell Hantz,Russell H.,36,36-45,Dayton,Texas,30.0473202,-94.8873913,ESTJ,Executive,39,19,Runner-up,6,0
430,Survivor: Samoa,19,Natalie White,Natalie,26,26-35,Van Buren,Arkansas,35.5759086,-92.4916144,ISFJ,Defender,39,20,Sole Survivor,8,0
431,Survivor: Tocantins,18,Carolina Eastwood,Carolina,26,26-35,West Hollywood,California,34.0923014,-118.3692894,ESTJ,Executive,3,1,1st voted out,7,0
432,Survivor: Tocantins,18,Candace Smith,Candace,31,26-35,Los Angeles,California,34.0536909,-118.242766,ISTJ,Logistician,6,2,2nd voted out,7,0
433,Survivor: Tocantins,18,Jerry Sims,Jerry,49,46-55,Rock Hill,South Carolina,34.9248667,-81.0250784,ISTJ,Logistician,9,3,3rd voted out,6,0
434,Survivor: Tocantins,18,Sandy Burgin,Sandy,53,46-55,Louisville,Kentucky,38.2542376,-85.759407,ESFP,Entertainer,12,4,4th voted out,6,0
435,Survivor: Tocantins,18,Spencer Duhm,Spencer,19,16-25,Gainesville,Florida,29.6519684,-82.3249846,INFP,Mediator,15,5,5th voted out,5,0
436,Survivor: Tocantins,18,Sydney Wheeler,Sydney,24,16-25,San Diego,California,32.7174202,-117.1627728,ISFP,Adventurer,18,6,6th voted out,4,0
437,Survivor: Tocantins,18,Joe Dowdle,Joe,26,26-35,Austin,Texas,30.2711286,-97.7436995,ISTJ,Logistician,20,7,Medically evacuated,1,0
438,Survivor: Tocantins,18,Brendan Synnott,Brendan,30,26-35,Vail,Colorado,39.6440207,-106.3801669,ENTP,Debater,24,8,7th voted out,4,0
439,Survivor: Tocantins,18,Tyson Apostol,Tyson,29,26-35,Heber City,Utah,40.5065256,-111.4133091,ESTP,Entrepreneur,27,9,8th voted out,5,2
440,Survivor: Tocantins,18,Sierra Reed,Sierra,23,16-25,Los Angeles,California,34.0536909,-118.242766,INFP,Mediator,30,10,9th voted out,11,0
441,Survivor: Tocantins,18,Debra Beebe,Debbie,46,46-55,Auburn,Alabama,32.562842,-85.515516,ESFJ,Consul,33,11,10th voted out,6,1
442,Survivor: Tocantins,18,Benjamin Wade,Coach,37,36-45,Bolivar,Missouri,37.6110502,-93.4107968,ENFJ,Protagonist,36,12,11th voted out,6,1
443,Survivor: Tocantins,18,Tamara Johnson-George,Taj,37,36-45,Nashville,Tennessee,36.2206081,-86.69563733154433,ENFJ,Protagonist,37,13,12th voted out,7,0
444,Survivor: Tocantins,18,Erinn Lobdell,Erinn,26,26-35,Milwaukee,Wisconsin,43.0349931,-87.922497,ENFP,Campaigner,38,14,13th voted out,5,0
445,Survivor: Tocantins,18,Stephen Fishbach,Stephen,29,26-35,New York City,New York,40.7127281,-74.0060152,INTP,Logician,39,15,Runner-up,1,1
446,Survivor: Tocantins,18,James Thomas Jr.,J.T.,24,16-25,Mobile,Alabama,30.6943566,-88.0430541,ESTP,Entrepreneur,39,16,Sole Survivor,0,2
447,Survivor: Gabon,17,Michelle Chase,Michelle,24,16-25,Los Angeles,California,34.0536909,-118.242766,INTP,Logician,3,1,1st voted out,8,0
448,Survivor: Gabon,17,Gillian Larson,Gillian,61,56-65,Temecula,California,33.4946353,-117.1473661,ENFP,Campaigner,6,2,2nd voted out,8,0
449,Survivor: Gabon,17,Paloma Soto-Castillo,Paloma,23,16-25,Downey,California,33.942215,-118.1235646,ENFP,Campaigner,9,3,3rd voted out,7,0
450,Survivor: Gabon,17,Jacquie Berg,Jacquie,25,16-25,Santa Barbara,California,34.4221319,-119.7026673,ENFJ,Protagonist,12,4,4th voted out,5,0
451,Survivor: Gabon,17,Danny Brown,GC,25,16-25,Portland,Oregon,45.5202471,-122.6741949,INFP,Mediator,15,5,5th voted out,6,1
452,Survivor: Gabon,17,Kelly Czarnecki,Kelly,22,16-25,Buffalo Grove,Illinois,42.1514146,-87.959794,INFP,Mediator,18,6,6th voted out,8,0
453,Survivor: Gabon,17,Ace Gordon,Ace,27,26-35,Naples,Florida,26.1421976,-81.7942944,INTJ,Architect,21,7,7th voted out,8,0
454,Survivor: Gabon,17,Dan Kay,Dan,32,26-35,Boston,Massachusetts,42.3602534,-71.0582912,ISFP,Adventurer,21,8,8th voted out,8,0
455,Survivor: Gabon,17,Marcus Lehman,Marcus,28,26-35,Atlanta,Georgia,33.7489924,-84.3902644,ENTJ,Commander,24,9,9th voted out,3,2
456,Survivor: Gabon,17,Charlie Herschel,Charlie,29,26-35,New York City,New York,40.7127281,-74.0060152,ENFP,Campaigner,27,10,10th voted out,5,0
457,Survivor: Gabon,17,Randy Bailey,Randy,49,46-55,Eagle Rock,Missouri,36.5481243,-93.7543613,INTJ,Architect,30,11,11th voted out,5,0
458,Survivor: Gabon,17,Corinne Kaplan,Corinne,29,26-35,Los Angeles,California,34.0536909,-118.242766,ENTJ,Commander,33,12,12th voted out,4,0
459,Survivor: Gabon,17,Crystal Cox,Crystal,29,26-35,Durham,North Carolina,35.996653,-78.9018053,ESFP,Entertainer,36,13,13th voted out,13,0
460,Survivor: Gabon,17,Ken Hoang,Ken,22,16-25,Westminster,California,33.7578725,-117.9859054,INTP,Logician,37,14,14th voted out,7,1
461,Survivor: Gabon,17,Matty Whitmore,Matty,29,26-35,Pacific Palisades,California,34.0480643,-118.5264706,ESFP,Entertainer,38,15,15th voted out,7,0
462,Survivor: Gabon,17,Jessica Kiper,Sugar,29,26-35,Brooklyn,New York,40.6501038,-73.9495823,ENFP,Campaigner,39,16,2nd runner-up,0,1
463,Survivor: Gabon,17,Susie Smith,Susie,47,46-55,Charles City,Iowa,43.0663613,-92.6724112,ISFJ,Defender,39,17,Runner-up,10,2
464,Survivor: Gabon,17,Robert Crowley,Bob,57,56-65,South Portland,Maine,43.6414716,-70.2408811,INTP,Logician,39,18,Sole Survivor,2,3
465,Survivor: Micronesia,16,Jonny Fairplay,Jonny,33,26-35,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,3,1,1st voted out,9,0
466,Survivor: Micronesia,16,Mary Sartain,Mary,29,26-35,Emeryville,California,37.8314089,-122.2865266,ISFJ,Defender,6,2,2nd voted out,6,0
467,Survivor: Micronesia,16,Yau-Man Chan,Yau-Man,55,46-55,Martinez,California,38.0138934,-122.1338674,INTP,Logician,8,3,3rd voted out,6,0
468,Survivor: Micronesia,16,Michael Bortone,Mikey B,34,26-35,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,11,4,4th voted out,6,0
469,Survivor: Micronesia,16,Joel Anderson,Joel,32,26-35,Avondale,Arizona,33.4355977,-112.349602,ESTJ,Executive,14,5,5th voted out,6,0
470,Survivor: Micronesia,16,Jonathan Penner,Jonathan,45,36-45,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,15,6,Medically evacuated,0,0
471,Survivor: Micronesia,16,Chet Welch,Chet,48,46-55,Ford City,Pennsylvania,40.7694379,-79.5317734,INFP,Mediator,17,7,6th voted out,12,0
472,Survivor: Micronesia,16,Kathleen Sleckman,Kathy,45,36-45,Glen Ellyn,Illinois,41.8775293,-88.0670118,ENFP,Campaigner,19,8,Quit,0,0
473,Survivor: Micronesia,16,Tracy Hughes-Wolf,Tracy,43,36-45,Fredericksburg,Virginia,38.3031837,-77.4605399,ENFJ,Protagonist,20,9,7th voted out,7,0
474,Survivor: Micronesia,16,Ami Cusack,Ami,34,26-35,Golden,Colorado,39.755543,-105.221099,ENTJ,Commander,21,10,8th voted out,4,0
475,Survivor: Micronesia,16,Eliza Orlins,Eliza,25,16-25,Manhattan,New York,40.7896239,-73.9598939,ENTJ,Commander,24,11,9th voted out,8,0
476,Survivor: Micronesia,16,Oscar Lusth,Ozzy,26,26-35,Venice,California,33.988334949999995,-118.46152716615018,ISFP,Adventurer,27,12,10th voted out,9,0
477,Survivor: Micronesia,16,Jason Siska,Jason,22,16-25,Fox River Grove,Illinois,42.2008575,-88.2145259,ESFP,Entertainer,30,13,11th voted out,8,1
478,Survivor: Micronesia,16,James Clement,James,30,26-35,Lafayette,Louisiana,30.2240897,-92.0198427,ISTP,Virtuoso,31,14,Medically evacuated,3,0
479,Survivor: Micronesia,16,Alexis Jones,Alexis,24,16-25,Beverly Hills,California,34.0696501,-118.3963062,ENFJ,Protagonist,33,15,12th voted out,2,0
480,Survivor: Micronesia,16,Erik Reichenbach,Erik,22,16-25,Ypsilanti,Michigan,42.2410562,-83.613055,INTP,Logician,36,16,13th voted out,7,4
481,Survivor: Micronesia,16,Natalie Bolton,Natalie,32,26-35,West Hollywood,California,34.0923014,-118.3692894,INTJ,Architect,37,17,14th voted out,3,0
482,Survivor: Micronesia,16,Cirie Fields,Cirie,37,36-45,Norwalk,Connecticut,41.1175966,-73.4078968,ENFJ,Protagonist,38,18,15th voted out,3,0
483,Survivor: Micronesia,16,Amanda Kimmel,Amanda,23,16-25,Los Angeles,California,34.0536909,-118.242766,ISFP,Adventurer,39,19,Runner-up,4,1
484,Survivor: Micronesia,16,Parvati Shallow,Parvati,25,16-25,Los Angeles,California,34.0536909,-118.242766,ENFJ,Protagonist,39,20,Sole Survivor,4,1
485,Survivor: China,15,Steve Morris,Chicken,47,46-55,Marion,Virginia,36.8348383,-81.5148368,ISFP,Adventurer,3,1,1st voted out,5,0
486,Survivor: China,15,Ashley Massaro,Ashley,28,26-35,East Northport,New York,40.8810646,-73.31953166343041,ESFP,Entertainer,6,2,2nd voted out,8,0
487,Survivor: China,15,Leslie Nease,Leslie,38,36-45,Tega Cay,South Carolina,35.024312,-81.0278546,ENFP,Campaigner,9,3,3rd voted out,6,0
488,Survivor: China,15,Dave Cruser,Dave,37,36-45,Simi Valley,California,34.2677404,-118.7538071,ESTP,Entrepreneur,12,4,4th voted out,6,0
489,Survivor: China,15,Aaron Reisberger,Aaron,32,26-35,Venice,California,33.988334949999995,-118.46152716615018,ISTJ,Logistician,15,5,5th voted out,3,0
490,Survivor: China,15,Sherea Lloyd,Sherea,26,26-35,Atlanta,Georgia,33.7489924,-84.3902644,ESFP,Entertainer,18,6,6th voted out,6,0
491,Survivor: China,15,Jaime Dugan,Jaime,22,16-25,Columbia,South Carolina,34.0007493,-81.0343313,ESFJ,Consul,21,7,7th voted out,7,0
492,Survivor: China,15,Jean-Robert Bellande,Jean-Robert,36,36-45,Las Vegas,Nevada,36.1672559,-115.148516,INTP,Logician,24,8,8th voted out,12,0
493,Survivor: China,15,Michael Zernow,Frosti,20,16-25,Chicago,Illinois,41.8755616,-87.6244212,ESFP,Entertainer,27,9,9th voted out,7,1
494,Survivor: China,15,James Clement,James,30,26-35,Lafayette,Louisiana,30.2240897,-92.0198427,ISTP,Virtuoso,30,10,10th voted out,9,0
495,Survivor: China,15,Erik Huffman,Erik,26,26-35,Nashville,Tennessee,36.2206081,-86.69563733154433,ISFP,Adventurer,33,11,11th voted out,5,1
496,Survivor: China,15,Peih-Gee Law,Peih-Gee,29,26-35,Marina del Rey,California,33.9776848,-118.4486479,ENTP,Debater,36,12,12th voted out,8,0
497,Survivor: China,15,Denise Martin,Denise,40,36-45,Douglas,Massachusetts,42.0462652,-71.7428503,ISFP,Adventurer,38,13,13th voted out,3,0
498,Survivor: China,15,Amanda Kimmel,Amanda,22,16-25,Los Angeles,California,34.0536909,-118.242766,ISFP,Adventurer,39,14,2nd runner-up,0,2
